caption,engagement,topic,n_hashtags,n_emoji,char_len
here is exactly how folding a fitted sheet properly save this for later annoying #foryou #viral #daily #daily #trending 🔥😂😭,48.637,howto,5,3,123
soft moment of comfort and warmth and home hold your people close happy #daily #explore 😭🙌🔥,65.0012,wholesome,2,3,91
unpopular opinion but traffic on a road with no reason end of rant 😭😭,31.5837,rant,0,2,69
unpopular opinion but people who chew loudly in meetings im done 😂🙌😭,12.5772,rant,0,3,68
a quick guide to organizing a tiny kitchen efficiently save this for later #foryou #shorts #trending 😭❤️💯💯,30.2399,howto,3,4,106
here is exactly how organizing a tiny kitchen efficiently thank me later hate #explore #fyp #fyp #daily #foryou,46.7709,howto,5,0,111
use my code exclusive bundle while supplies last selling fast love #daily #shorts #shorts #foryou 💯,45.2847,promo,4,1,99
nobody asked but slow walkers blocking the whole aisle end of rant,31.9136,rant,0,0,66
dont miss the twenty percent off everything storewide shop now 😭🔥😭👀,41.9264,promo,0,4,67
found so much a dog reunited with its family this is everything #viral #explore #trending 👀❤️,85.4151,wholesome,3,2,93
nobody asked but slow walkers blocking the whole aisle im done love #daily 😭,23.4786,rant,1,1,76
link in bio for buy two and get one free selling fast #explore #trending,63.6266,promo,2,0,72
the glow up is rebuilt myself stronger and it changed me hate #fyp 👀😭,74.8494,transformation,1,2,69
unpopular opinion but another pointless software update again im done love #foryou #trending #viral #explore 👀😭❤️💯,17.8794,rant,4,4,114
im so tired of slow walkers blocking the whole aisle thats all amazing ❤️,45.8422,rant,0,1,73
here is exactly how wiring the shelf bracket safely works every time #foryou,37.8499,howto,1,0,76
a quick guide to organizing a tiny kitchen efficiently thank me later #fyp 😂🙌,43.9305,howto,1,2,77
dont miss the twenty percent off everything storewide shop now 👀,50.0656,promo,0,1,64
a tiny reminder a dog reunited with its family stay soft amazing 😂😭😂👀,78.8879,wholesome,0,4,69
watch this become reinventing everything from scratch and it changed me #shorts ✨❤️✨,60.0612,transformation,1,3,84
here is exactly how organizing a tiny kitchen efficiently thank me later #viral ✨🔥🙌,55.9531,howto,1,3,83
im so tired of the constant noise from the neighbors thats all awful #explore #foryou #viral #viral ✨🔥😭😭,43.6764,rant,4,4,104
a quick guide to setting up the spreadsheet correctly try it tonight #trending #shorts #viral #daily #shorts,54.9354,howto,5,0,108
link in bio for buy two and get one free selling fast boring #viral 🔥✨✨🙌,15.1707,promo,1,4,72
from broken to the before and after nobody believed keep going love ❤️🔥😂👀,87.209,transformation,0,4,73
found so much gentle love on an ordinary day be gentle today hate 🙌💯,64.4677,wholesome,0,2,68
a quick guide to folding a fitted sheet properly thank me later annoying #fyp #reels #reels #viral,48.8374,howto,4,0,98
found so much kindness shared between strangers stay soft #explore #reels #reels #fyp 💯,66.6537,wholesome,4,1,87
unpopular opinion but traffic on a road with no reason end of rant beautiful #reels #fyp 😂💯😂,37.6997,rant,2,3,92
link in bio for twenty percent off everything storewide selling fast #viral #trending #viral #reels 💯🙌❤️🔥,13.0623,promo,4,4,105
a tiny reminder gentle love on an ordinary day hold your people close amazing #daily #daily #daily #reels #fyp 😭❤️😂,93.67,wholesome,5,3,115
soft moment of a dog reunited with its family be gentle today awful #foryou #trending #trending #trending ❤️✨,73.3195,wholesome,4,2,109
im so tired of endless emails that should be calls im done #trending,33.5359,rant,1,0,68
can we stop slow walkers blocking the whole aisle anyway whatever awful #fyp 🔥👀,29.3028,rant,1,2,79
found so much comfort and warmth and home this is everything awful #trending #daily,53.1732,wholesome,2,0,83
nobody asked but people who chew loudly in meetings anyway whatever love #foryou #explore #explore 👀🙌,19.7427,rant,3,2,101
dont miss the exclusive bundle while supplies last shop now best #fyp 💯🙌,44.6754,promo,1,2,72
the glow up is rebuilt myself stronger keep going #fyp #foryou #explore #shorts ✨🔥,81.2291,transformation,4,2,82
soft moment of grandma laughing at the table be gentle today #shorts #explore #trending #shorts #daily 🙌,70.257,wholesome,5,1,104
watch this become the before and after nobody believed and it changed me boring 💯🔥,68.7687,transformation,0,2,82
from broken to finally healed and thriving and it changed me #foryou #viral 😂🙌,59.265,transformation,2,2,78
the glow up is proof that change is possible you can too #explore #daily #shorts #foryou 👀👀👀🙌,78.0207,transformation,4,4,93
from broken to finally healed and thriving keep going worst #explore #foryou #foryou 😂💯✨🔥,87.9431,transformation,3,4,89
limited drop buy two and get one free dont wait #foryou #daily ✨💯❤️,25.0173,promo,2,3,67
use my code buy two and get one free act quickly #viral ❤️❤️😂,36.5013,promo,1,3,61
just some pure friends showing up when it mattered hold your people close #fyp #viral #viral #fyp #fyp 😂👀,93.5654,wholesome,5,2,105
day 90 of reinventing everything from scratch and it changed me #reels #shorts #reels #explore #shorts 😭🙌✨,53.3196,transformation,5,3,106
day 90 of the before and after nobody believed you can too #viral #trending #fyp #explore 😭,69.4039,transformation,4,1,91
soft moment of comfort and warmth and home this is everything boring #reels #explore #explore #daily 💯🙌,70.2394,wholesome,4,2,103
a quick guide to cleaning grout without scrubbing forever save this for later ✨💯❤️😭,46.737,howto,0,4,83
a quick guide to wiring the shelf bracket safely try it tonight #trending #trending #reels #explore #viral ❤️🙌😭,58.8016,howto,5,3,111
unpopular opinion but endless emails that should be calls im done annoying ❤️😂❤️✨,41.0907,rant,0,4,81
day 90 of finally healed and thriving and it changed me beautiful #explore,56.6666,transformation,1,0,74
day 90 of proof that change is possible keep going #fyp #daily #shorts #explore #shorts ✨💯,51.9408,transformation,5,2,90
im so tired of endless emails that should be calls anyway whatever annoying 🙌😂,12.7341,rant,0,2,78
found so much friends showing up when it mattered stay soft boring #fyp #shorts #fyp #trending 😂😂🙌,60.9117,wholesome,4,3,98
a quick guide to organizing a tiny kitchen efficiently try it tonight #daily 😭😂,55.2207,howto,1,2,79
step by step organizing a tiny kitchen efficiently works every time hate #foryou #viral #fyp ❤️✨,39.8873,howto,3,2,96
watch this become finally healed and thriving no going back #trending #trending #trending #daily #explore ❤️🔥😂🔥,83.5832,transformation,5,4,111
day 90 of rebuilt myself stronger you can too worst #fyp #viral 😂😭👀✨,70.8508,transformation,2,4,68
here is exactly how setting up the spreadsheet correctly try it tonight beautiful #fyp #reels #viral #daily 🔥✨💯❤️,56.8399,howto,4,4,113
from broken to reinventing everything from scratch and it changed me best #shorts #daily #foryou #fyp 👀,59.7672,transformation,4,1,103
can we stop people who chew loudly in meetings im done #foryou #explore #reels #daily,29.1319,rant,4,0,85
the glow up is small habits compounding daily keep going #explore #reels #shorts #fyp #explore 😂,98.0485,transformation,5,1,96
the glow up is finally healed and thriving keep going #explore #shorts #shorts 🔥😂💯🔥,68.8983,transformation,3,4,83
step by step wiring the shelf bracket safely save this for later hate #reels ❤️👀,48.1909,howto,1,2,80
a quick guide to folding a fitted sheet properly thank me later #fyp #trending 🙌🔥,52.0757,howto,2,2,81
nobody asked but endless emails that should be calls end of rant 💯,23.6592,rant,0,1,66
the glow up is proof that change is possible you can too #daily #trending #explore #fyp #foryou 💯❤️,68.8396,transformation,5,2,99
just some pure gentle love on an ordinary day stay soft #reels #trending ✨🙌,57.3832,wholesome,2,2,75
soft moment of grandma laughing at the table hold your people close hate #shorts #trending #daily 🔥👀,69.5305,wholesome,3,2,100
